gene,chr_scaff_name
ENSMMUG00000011364,4
ENSMMUG00000049931,1
ENSMMUG00000055126,1
ENSMMUG00000041315,5
ENSMMUG00000056383,1
ENSMMUG00000042038,1
ENSMMUG00000057998,1
ENSMMUG00000049766,5
ENSMMUG00000002277,3
ENSMMUG00000063427,1
ENSMMUG00000013330,2
ENSMMUG00000057874,1
ENSMMUG00000056139,4
ENSMMUG00000002007,1
ENSMMUG00000002886,3
ENSMMUG00000065037,4
ENSMMUG00000038114,5
ENSMMUG00000017082,4
ENSMMUG00000020389,1
ENSMMUG00000014955,5
ENSMMUG00000055879,4
ENSMMUG00000063596,2
ENSMMUG00000050213,5
ENSMMUG00000044354,2
ENSMMUG00000029445,4
ENSMMUG00000061854,4
ENSMMUG00000011137,1
ENSMMUG00000057974,4
ENSMMUG00000058113,1
ENSMMUG00000054060,5
ENSMMUG00000004947,4
ENSMMUG00000031683,2
ENSMMUG00000061006,5
ENSMMUG00000045769,1
ENSMMUG00000009944,5
ENSMMUG00000063690,1
ENSMMUG00000051837,4
ENSMMUG00000061200,4
ENSMMUG00000022647,1
ENSMMUG00000004230,4
ENSMMUG00000063570,3
ENSMMUG00000063637,2
ENSMMUG00000058175,4
ENSMMUG00000049285,5
ENSMMUG00000021461,3
ENSMMUG00000008834,5
ENSMMUG00000058787,3
ENSMMUG00000014230,1
ENSMMUG00000055615,2
ENSMMUG00000005681,1
ENSMMUG00000050401,4
ENSMMUG00000008934,4
ENSMMUG00000001478,4
ENSMMUG00000052902,4
ENSMMUG00000064337,1
ENSMMUG00000060907,5
ENSMMUG00000064235,4
ENSMMUG00000006473,2
ENSMMUG00000052107,4
ENSMMUG00000064096,1
ENSMMUG00000046765,4
ENSMMUG00000035875,1
ENSMMUG00000022003,5
ENSMMUG00000019505,4
ENSMMUG00000059249,1
ENSMMUG00000027579,5
ENSMMUG00000059794,4
ENSMMUG00000001081,5
ENSMMUG00000054087,1
ENSMMUG00000064832,5
ENSMMUG00000023146,1
ENSMMUG00000004287,4
ENSMMUG00000059785,5
ENSMMUG00000014707,2
ENSMMUG00000051982,1
ENSMMUG00000034016,1
ENSMMUG00000051628,4
ENSMMUG00000026815,1
ENSMMUG00000059859,1
ENSMMUG00000003234,5
ENSMMUG00000009437,2
ENSMMUG00000058187,4
ENSMMUG00000050487,4
ENSMMUG00000063315,5
ENSMMUG00000008553,5
ENSMMUG00000020317,5
ENSMMUG00000053162,1
ENSMMUG00000043382,4
ENSMMUG00000049105,1
ENSMMUG00000022772,3
ENSMMUG00000032304,5
ENSMMUG00000061064,5
ENSMMUG00000020445,4
ENSMMUG00000055154,4
ENSMMUG00000057844,5
ENSMMUG00000052197,1
ENSMMUG00000058578,4
ENSMMUG00000024178,2
ENSMMUG00000063123,5
ENSMMUG00000043198,5
ENSMMUG00000040291,1
ENSMMUG00000059970,1
ENSMMUG00000060414,5
ENSMMUG00000056077,5
ENSMMUG00000060841,4
ENSMMUG00000007758,4
ENSMMUG00000008937,4
ENSMMUG00000026930,1
ENSMMUG00000031684,2
ENSMMUG00000042411,5
ENSMMUG00000042670,1
ENSMMUG00000052065,4
ENSMMUG00000009652,5
ENSMMUG00000063304,4
ENSMMUG00000057795,4
ENSMMUG00000027898,5
ENSMMUG00000004577,4
ENSMMUG00000064174,2
ENSMMUG00000002824,4
ENSMMUG00000034715,5
ENSMMUG00000022935,1
ENSMMUG00000054719,1
ENSMMUG00000036184,5
ENSMMUG00000002005,1
ENSMMUG00000015955,2
ENSMMUG00000014907,3
ENSMMUG00000055480,7
ENSMMUG00000050049,5
ENSMMUG00000044284,4
ENSMMUG00000062670,5
ENSMMUG00000001156,5
ENSMMUG00000011142,1
ENSMMUG00000061992,5
ENSMMUG00000001978,1
ENSMMUG00000022099,5
ENSMMUG00000024368,4
ENSMMUG00000050278,1
ENSMMUG00000020444,4
ENSMMUG00000050215,1
ENSMMUG00000048250,4
ENSMMUG00000026787,1
ENSMMUG00000053328,4
ENSMMUG00000015472,5
ENSMMUG00000054902,4
ENSMMUG00000013851,5
ENSMMUG00000053936,4
ENSMMUG00000049947,1
ENSMMUG00000009745,2
ENSMMUG00000016388,1
ENSMMUG00000004852,4
ENSMMUG00000052117,5
ENSMMUG00000064135,1
ENSMMUG00000054696,1
ENSMMUG00000039060,2
ENSMMUG00000014720,2
ENSMMUG00000057545,1
ENSMMUG00000056798,2
ENSMMUG00000003025,5
ENSMMUG00000059285,1
ENSMMUG00000003708,4
ENSMMUG00000057939,1
ENSMMUG00000052743,5
ENSMMUG00000043626,1
ENSMMUG00000009817,5
ENSMMUG00000057775,1
ENSMMUG00000054286,2
ENSMMUG00000022776,3
ENSMMUG00000057994,1
ENSMMUG00000019386,5
ENSMMUG00000002003,1
ENSMMUG00000055448,5
ENSMMUG00000061054,5
ENSMMUG00000033002,1
ENSMMUG00000051499,5
ENSMMUG00000061464,4
ENSMMUG00000008714,1
ENSMMUG00000002465,5
ENSMMUG00000059119,5
ENSMMUG00000015473,5
ENSMMUG00000032712,1
ENSMMUG00000050295,4
ENSMMUG00000052162,4
ENSMMUG00000048558,5
ENSMMUG00000002821,4
ENSMMUG00000015176,1
ENSMMUG00000056613,1
ENSMMUG00000054206,5
ENSMMUG00000001028,2
ENSMMUG00000016273,3
ENSMMUG00000016335,1
ENSMMUG00000062297,1
ENSMMUG00000022648,1
ENSMMUG00000050900,4
ENSMMUG00000063150,4
ENSMMUG00000014497,1
ENSMMUG00000047859,5
ENSMMUG00000022778,3
ENSMMUG00000049801,4
ENSMMUG00000001485,5
ENSMMUG00000050991,2
ENSMMUG00000058557,4
ENSMMUG00000064766,1
ENSMMUG00000062850,5
ENSMMUG00000043061,4
ENSMMUG00000006198,4
ENSMMUG00000017395,5
ENSMMUG00000002884,3
ENSMMUG00000049507,1
ENSMMUG00000037161,4
ENSMMUG00000006708,5
ENSMMUG00000032306,5
ENSMMUG00000021044,4
ENSMMUG00000058171,5
ENSMMUG00000001996,1
ENSMMUG00000007616,4
ENSMMUG00000059547,4
ENSMMUG00000053808,1
ENSMMUG00000059385,4
ENSMMUG00000039866,5
ENSMMUG00000005225,4
ENSMMUG00000051665,5
ENSMMUG00000006770,3
ENSMMUG00000057271,4
ENSMMUG00000058495,1
ENSMMUG00000006031,5
ENSMMUG00000037164,5
ENSMMUG00000029765,4
ENSMMUG00000024966,4
ENSMMUG00000055153,7
ENSMMUG00000058070,1
ENSMMUG00000059716,1
ENSMMUG00000064996,4
ENSMMUG00000059555,7
ENSMMUG00000040327,5
ENSMMUG00000052881,3
ENSMMUG00000048621,5
ENSMMUG00000050858,3
ENSMMUG00000038667,1
ENSMMUG00000038501,5
ENSMMUG00000017039,4
ENSMMUG00000062248,5
ENSMMUG00000028252,4
ENSMMUG00000014627,2
ENSMMUG00000001892,5
ENSMMUG00000002001,1
ENSMMUG00000043063,1
ENSMMUG00000051502,5
ENSMMUG00000008711,1
ENSMMUG00000040759,5
ENSMMUG00000054112,7
ENSMMUG00000040696,2
ENSMMUG00000055862,5
ENSMMUG00000021030,1
ENSMMUG00000011858,4
ENSMMUG00000014635,4
ENSMMUG00000006029,5
ENSMMUG00000053922,7
ENSMMUG00000054618,5
ENSMMUG00000050222,7
ENSMMUG00000060582,4
ENSMMUG00000050138,7
ENSMMUG00000055548,5
ENSMMUG00000035244,7
ENSMMUG00000018699,1
ENSMMUG00000052652,1
ENSMMUG00000001029,2
ENSMMUG00000012037,1
ENSMMUG00000014730,2
ENSMMUG00000025793,7
ENSMMUG00000028148,3
ENSMMUG00000058087,1
ENSMMUG00000025481,7
ENSMMUG00000052527,3
ENSMMUG00000001399,4
ENSMMUG00000003518,5
ENSMMUG00000015777,5
ENSMMUG00000024280,7
ENSMMUG00000028409,3
ENSMMUG00000014749,4
ENSMMUG00000007948,5
ENSMMUG00000062985,1
ENSMMUG00000024302,7
ENSMMUG00000053080,3
ENSMMUG00000011146,1
ENSMMUG00000049961,1
ENSMMUG00000010659,4
ENSMMUG00000053086,7
ENSMMUG00000063706,4
ENSMMUG00000015173,1
ENSMMUG00000047984,3
ENSMMUG00000052057,7
ENSMMUG00000022791,3
ENSMMUG00000022269,5
ENSMMUG00000013391,1
ENSMMUG00000034121,4
ENSMMUG00000013639,1
ENSMMUG00000062210,1
ENSMMUG00000011695,3
ENSMMUG00000058570,7
ENSMMUG00000058126,1
ENSMMUG00000053865,4
ENSMMUG00000058537,5
ENSMMUG00000039753,5
ENSMMUG00000038731,3
ENSMMUG00000047830,3
ENSMMUG00000051828,4
ENSMMUG00000049302,4
ENSMMUG00000061454,1
ENSMMUG00000063833,7
ENSMMUG00000053790,5
ENSMMUG00000032293,1
ENSMMUG00000056654,1
ENSMMUG00000000081,2
ENSMMUG00000025115,2
ENSMMUG00000020324,5
ENSMMUG00000048868,5
ENSMMUG00000017333,1
ENSMMUG00000059717,4
ENSMMUG00000062942,1
ENSMMUG00000030100,3
ENSMMUG00000053243,7
ENSMMUG00000065097,1
ENSMMUG00000061165,4
ENSMMUG00000055988,4
ENSMMUG00000062489,5
ENSMMUG00000056943,7
ENSMMUG00000014620,1
ENSMMUG00000059151,1
ENSMMUG00000041241,8
ENSMMUG00000054445,3
ENSMMUG00000051170,4
ENSMMUG00000060996,2
ENSMMUG00000063750,1
ENSMMUG00000051331,4
ENSMMUG00000024882,5
ENSMMUG00000026549,7
ENSMMUG00000049552,2
ENSMMUG00000048823,5
ENSMMUG00000015418,2
ENSMMUG00000036979,5
ENSMMUG00000058284,7
ENSMMUG00000063345,8
ENSMMUG00000053012,1
ENSMMUG00000023926,7
ENSMMUG00000008518,1
ENSMMUG00000063732,5
ENSMMUG00000060423,5
ENSMMUG00000055175,3
ENSMMUG00000008547,5
ENSMMUG00000025608,7
ENSMMUG00000014638,4
ENSMMUG00000058012,7
ENSMMUG00000021082,1
ENSMMUG00000004849,5
ENSMMUG00000013158,5
ENSMMUG00000017028,4
ENSMMUG00000059623,6
ENSMMUG00000014270,3
ENSMMUG00000060241,7
ENSMMUG00000018832,2
ENSMMUG00000008890,4
ENSMMUG00000009981,1
ENSMMUG00000055222,7
ENSMMUG00000056959,6
ENSMMUG00000056439,1
ENSMMUG00000037714,3
ENSMMUG00000064719,4
ENSMMUG00000060822,4
ENSMMUG00000026065,7
ENSMMUG00000025424,7
ENSMMUG00000044166,1
ENSMMUG00000049811,4
ENSMMUG00000004944,3
ENSMMUG00000057695,7
ENSMMUG00000023679,4
ENSMMUG00000047324,5
ENSMMUG00000024558,7
ENSMMUG00000015269,4
ENSMMUG00000055966,4
ENSMMUG00000001031,2
ENSMMUG00000008515,1
ENSMMUG00000008709,1
ENSMMUG00000053902,7
ENSMMUG00000060484,5
ENSMMUG00000026081,7
ENSMMUG00000053050,4
ENSMMUG00000058390,7
ENSMMUG00000016939,3
ENSMMUG00000025526,7
ENSMMUG00000011149,1
ENSMMUG00000059456,7
ENSMMUG00000007910,4
ENSMMUG00000054582,7
ENSMMUG00000062774,3
ENSMMUG00000053990,4
ENSMMUG00000002481,3
ENSMMUG00000020050,3
ENSMMUG00000004667,5
ENSMMUG00000049701,1
ENSMMUG00000051432,7
ENSMMUG00000055220,1
ENSMMUG00000001531,2
ENSMMUG00000011170,3
ENSMMUG00000061608,7
ENSMMUG00000062280,1
ENSMMUG00000059061,3
ENSMMUG00000034542,7
ENSMMUG00000003519,5
ENSMMUG00000049651,1
ENSMMUG00000000676,1
ENSMMUG00000055024,1
ENSMMUG00000035223,7
ENSMMUG00000002890,4
ENSMMUG00000049494,1
ENSMMUG00000011325,5
ENSMMUG00000062482,4
ENSMMUG00000004448,5
ENSMMUG00000045108,4
ENSMMUG00000053426,1
ENSMMUG00000026871,1
ENSMMUG00000063003,1
ENSMMUG00000027049,7
ENSMMUG00000001395,4
ENSMMUG00000027026,7
ENSMMUG00000028337,1
ENSMMUG00000044786,3
ENSMMUG00000035242,5
ENSMMUG00000052348,5
ENSMMUG00000032999,7
ENSMMUG00000063074,4
ENSMMUG00000002400,1
ENSMMUG00000032806,7
ENSMMUG00000062115,5
ENSMMUG00000062057,5
ENSMMUG00000033111,7
ENSMMUG00000055195,4
ENSMMUG00000033227,5
ENSMMUG00000022466,4
ENSMMUG00000021642,1
ENSMMUG00000058705,4
ENSMMUG00000033908,7
ENSMMUG00000063424,3
ENSMMUG00000039316,4
ENSMMUG00000065133,5
ENSMMUG00000002364,3
ENSMMUG00000039597,2
ENSMMUG00000026926,7
ENSMMUG00000011694,3
ENSMMUG00000049988,5
ENSMMUG00000052459,2
ENSMMUG00000062744,5
ENSMMUG00000008903,4
ENSMMUG00000045507,4
ENSMMUG00000007911,4
ENSMMUG00000054879,5
ENSMMUG00000022510,1
ENSMMUG00000053057,7
ENSMMUG00000064433,2
ENSMMUG00000050913,1
ENSMMUG00000030261,5
ENSMMUG00000027155,7
ENSMMUG00000049817,4
ENSMMUG00000064795,4
ENSMMUG00000052790,1
ENSMMUG00000064231,7
ENSMMUG00000022461,4
ENSMMUG00000064350,3
ENSMMUG00000011770,3
ENSMMUG00000000815,4
ENSMMUG00000055261,7
ENSMMUG00000017086,4
ENSMMUG00000063471,3
ENSMMUG00000054989,7
ENSMMUG00000021074,5
ENSMMUG00000027360,5
ENSMMUG00000037205,3
ENSMMUG00000004183,5
ENSMMUG00000053504,5
ENSMMUG00000059297,7
ENSMMUG00000063579,3
ENSMMUG00000063008,2
ENSMMUG00000045497,1
ENSMMUG00000050588,5
ENSMMUG00000027095,7
ENSMMUG00000021641,1
ENSMMUG00000032705,7
ENSMMUG00000060113,2
ENSMMUG00000033445,7
ENSMMUG00000064652,4
ENSMMUG00000027306,7
ENSMMUG00000036060,4
ENSMMUG00000022458,4
ENSMMUG00000064508,1
ENSMMUG00000019396,2
ENSMMUG00000042198,7
ENSMMUG00000015193,4
ENSMMUG00000004222,3
ENSMMUG00000033246,7
ENSMMUG00000055467,2
ENSMMUG00000049170,5
ENSMMUG00000056575,5
ENSMMUG00000027811,1
ENSMMUG00000003876,4
ENSMMUG00000061032,3
ENSMMUG00000003520,5
ENSMMUG00000055659,5
ENSMMUG00000021640,1
ENSMMUG00000035999,2
ENSMMUG00000026848,7
ENSMMUG00000059264,1
ENSMMUG00000042619,5
ENSMMUG00000010649,4
ENSMMUG00000053649,3
ENSMMUG00000037676,2
ENSMMUG00000050995,3
ENSMMUG00000007966,5
ENSMMUG00000036519,5
ENSMMUG00000033146,7
ENSMMUG00000000337,5
ENSMMUG00000012784,4
ENSMMUG00000050480,3
ENSMMUG00000057928,3
ENSMMUG00000027109,7
ENSMMUG00000056682,5
ENSMMUG00000063959,1
ENSMMUG00000038470,2
ENSMMUG00000055124,1
ENSMMUG00000036166,3
ENSMMUG00000009093,3
ENSMMUG00000032717,7
ENSMMUG00000000838,1
ENSMMUG00000063502,3
ENSMMUG00000014773,5
ENSMMUG00000027266,7
ENSMMUG00000003875,4
ENSMMUG00000060784,1
ENSMMUG00000033362,7
ENSMMUG00000004647,5
ENSMMUG00000019859,5
ENSMMUG00000027019,7
ENSMMUG00000020271,3
ENSMMUG00000057158,1
ENSMMUG00000010329,3
ENSMMUG00000024436,5
ENSMMUG00000047053,5
ENSMMUG00000002366,5
ENSMMUG00000040821,7
ENSMMUG00000009004,3
ENSMMUG00000015127,2
ENSMMUG00000012227,1
ENSMMUG00000015174,1
ENSMMUG00000048393,5
ENSMMUG00000012129,4
ENSMMUG00000052228,3
ENSMMUG00000051163,3
ENSMMUG00000030377,3
ENSMMUG00000058710,2
ENSMMUG00000051260,7
ENSMMUG00000053709,5
ENSMMUG00000000222,4
ENSMMUG00000063326,5
ENSMMUG00000051963,1
ENSMMUG00000055876,5
ENSMMUG00000010347,5
ENSMMUG00000022769,3
ENSMMUG00000050852,1
ENSMMUG00000020726,1
ENSMMUG00000055347,5
ENSMMUG00000011323,5
ENSMMUG00000004893,4
ENSMMUG00000062785,7
ENSMMUG00000049525,5
ENSMMUG00000016938,3
ENSMMUG00000000359,5
ENSMMUG00000004224,3
ENSMMUG00000032284,1
ENSMMUG00000054515,3
ENSMMUG00000049287,3
ENSMMUG00000001096,2
ENSMMUG00000063073,7
ENSMMUG00000014335,5
ENSMMUG00000036951,4
ENSMMUG00000002367,5
ENSMMUG00000020412,4
ENSMMUG00000010335,1
ENSMMUG00000036078,4
ENSMMUG00000064407,7
ENSMMUG00000003872,4
ENSMMUG00000042925,5
ENSMMUG00000057662,7
ENSMMUG00000004983,5
ENSMMUG00000001623,3
ENSMMUG00000063696,7
ENSMMUG00000009781,1
ENSMMUG00000015192,4
ENSMMUG00000060592,5
ENSMMUG00000054865,7
ENSMMUG00000020208,4
ENSMMUG00000055070,3
ENSMMUG00000012355,5
ENSMMUG00000060677,1
ENSMMUG00000012781,4
ENSMMUG00000040423,4
ENSMMUG00000019270,4
ENSMMUG00000060519,5
ENSMMUG00000011368,3
ENSMMUG00000055888,7
ENSMMUG00000050225,7
ENSMMUG00000022242,5
ENSMMUG00000032010,5
ENSMMUG00000062758,3
ENSMMUG00000064960,2
ENSMMUG00000059562,3
ENSMMUG00000056175,3
ENSMMUG00000056643,4
ENSMMUG00000053337,7
ENSMMUG00000053098,3
ENSMMUG00000055952,4
ENSMMUG00000009289,3
ENSMMUG00000046915,1
ENSMMUG00000009819,5
ENSMMUG00000016936,3
ENSMMUG00000009067,5
ENSMMUG00000055806,2
ENSMMUG00000052478,2
ENSMMUG00000038836,1
ENSMMUG00000023322,4
ENSMMUG00000048534,4
ENSMMUG00000010658,4
ENSMMUG00000051471,1
ENSMMUG00000064390,3
ENSMMUG00000006130,2
ENSMMUG00000011367,3
ENSMMUG00000015407,5
ENSMMUG00000022244,5
ENSMMUG00000013092,2
ENSMMUG00000061557,3
ENSMMUG00000059082,4
ENSMMUG00000051678,3
ENSMMUG00000049808,1
ENSMMUG00000008126,3
ENSMMUG00000040332,3
ENSMMUG00000064586,4
ENSMMUG00000013591,1
ENSMMUG00000051357,5
ENSMMUG00000022227,2
ENSMMUG00000009748,3
ENSMMUG00000061070,7
ENSMMUG00000064991,4
ENSMMUG00000062016,7
ENSMMUG00000003472,1
ENSMMUG00000004984,5
ENSMMUG00000056021,5
ENSMMUG00000060356,3
ENSMMUG00000051917,4
ENSMMUG00000051168,5
ENSMMUG00000004644,5
ENSMMUG00000062749,4
ENSMMUG00000021535,1
ENSMMUG00000007477,4
ENSMMUG00000012024,3
ENSMMUG00000026124,3
ENSMMUG00000053484,4
ENSMMUG00000005649,2
ENSMMUG00000053674,3
ENSMMUG00000003871,4
ENSMMUG00000055617,4
ENSMMUG00000063263,3
ENSMMUG00000054938,1
ENSMMUG00000025030,3
ENSMMUG00000037786,4
ENSMMUG00000005369,2
ENSMMUG00000024050,3
ENSMMUG00000003333,5
ENSMMUG00000064956,3
ENSMMUG00000051818,4
ENSMMUG00000008379,5
ENSMMUG00000050875,3
ENSMMUG00000011943,2
ENSMMUG00000033269,4
ENSMMUG00000022246,5
ENSMMUG00000016569,1
ENSMMUG00000055707,5
ENSMMUG00000004356,4
ENSMMUG00000023319,4
ENSMMUG00000061733,5
ENSMMUG00000019937,3
ENSMMUG00000054193,5
ENSMMUG00000003869,4
ENSMMUG00000014555,3
ENSMMUG00000011103,5
ENSMMUG00000009288,3
ENSMMUG00000017585,2
ENSMMUG00000021915,3
ENSMMUG00000001625,3
ENSMMUG00000062120,5
ENSMMUG00000005652,2
ENSMMUG00000057019,4
ENSMMUG00000019606,4
ENSMMUG00000002667,5
ENSMMUG00000002227,1
ENSMMUG00000021988,5
ENSMMUG00000059702,4
ENSMMUG00000053422,8
ENSMMUG00000062999,5
ENSMMUG00000065130,4
ENSMMUG00000061739,8
ENSMMUG00000007366,5
ENSMMUG00000058209,4
ENSMMUG00000056399,4
ENSMMUG00000021116,1
ENSMMUG00000051253,4
ENSMMUG00000064069,4
ENSMMUG00000012021,3
ENSMMUG00000014557,3
ENSMMUG00000056129,8
ENSMMUG00000002265,5
ENSMMUG00000059549,1
ENSMMUG00000033148,5
ENSMMUG00000026938,2
ENSMMUG00000004351,4
ENSMMUG00000064507,4
ENSMMUG00000059269,3
ENSMMUG00000014501,5
ENSMMUG00000062366,3
ENSMMUG00000028550,2
ENSMMUG00000015569,4
ENSMMUG00000052352,3
ENSMMUG00000062019,2
ENSMMUG00000015870,3
ENSMMUG00000052861,3
ENSMMUG00000019528,1
ENSMMUG00000017768,5
ENSMMUG00000003786,1
ENSMMUG00000031705,2
ENSMMUG00000063594,2
ENSMMUG00000058322,2
ENSMMUG00000051293,2
ENSMMUG00000058580,4
ENSMMUG00000026326,2
ENSMMUG00000058651,2
ENSMMUG00000001143,3
ENSMMUG00000019599,4
ENSMMUG00000054683,2
ENSMMUG00000019527,1
ENSMMUG00000050105,3
ENSMMUG00000064055,3
ENSMMUG00000011639,5
ENSMMUG00000005931,3
ENSMMUG00000054348,3
ENSMMUG00000060237,2
ENSMMUG00000055244,2
ENSMMUG00000064303,2
ENSMMUG00000063266,5
ENSMMUG00000044653,3
ENSMMUG00000060760,5
ENSMMUG00000006787,1
ENSMMUG00000024983,2
ENSMMUG00000039273,3
ENSMMUG00000003440,3
ENSMMUG00000017186,4
ENSMMUG00000009818,3
ENSMMUG00000004052,2
ENSMMUG00000005656,2
ENSMMUG00000060990,3
ENSMMUG00000044879,3
ENSMMUG00000038992,2
ENSMMUG00000009358,1
ENSMMUG00000054457,3
ENSMMUG00000055264,3
ENSMMUG00000061142,3
ENSMMUG00000059592,2
ENSMMUG00000052244,3
ENSMMUG00000011049,4
ENSMMUG00000008383,5
ENSMMUG00000000243,1
ENSMMUG00000051589,2
ENSMMUG00000036099,5
ENSMMUG00000058179,3
ENSMMUG00000001553,3
ENSMMUG00000018617,2
ENSMMUG00000052640,3
ENSMMUG00000020332,3
ENSMMUG00000060914,5
ENSMMUG00000064187,3
ENSMMUG00000054681,1
ENSMMUG00000037061,4
ENSMMUG00000009183,3
ENSMMUG00000051029,3
ENSMMUG00000058823,1
ENSMMUG00000053877,3
ENSMMUG00000060238,3
ENSMMUG00000052630,1
ENSMMUG00000003864,4
ENSMMUG00000049629,3
ENSMMUG00000012125,4
ENSMMUG00000000416,4
ENSMMUG00000041520,5
ENSMMUG00000058982,3
ENSMMUG00000033802,2
ENSMMUG00000063419,1
ENSMMUG00000050567,5
ENSMMUG00000063185,3
ENSMMUG00000027387,5
ENSMMUG00000030046,5
ENSMMUG00000062278,1
ENSMMUG00000023196,3
ENSMMUG00000062729,3
ENSMMUG00000049867,5
ENSMMUG00000055050,3
ENSMMUG00000006786,1
ENSMMUG00000062264,4
ENSMMUG00000052248,3
ENSMMUG00000050557,4
ENSMMUG00000063867,3
ENSMMUG00000000244,1
ENSMMUG00000052171,5
ENSMMUG00000053469,4
ENSMMUG00000056497,5
ENSMMUG00000006702,5
ENSMMUG00000045349,3
ENSMMUG00000027268,1
ENSMMUG00000062221,5
ENSMMUG00000010084,4
ENSMMUG00000062085,3
ENSMMUG00000012124,4
ENSMMUG00000010419,3
ENSMMUG00000050780,1
ENSMMUG00000062054,4
ENSMMUG00000005660,2
ENSMMUG00000018619,2
ENSMMUG00000055791,5
ENSMMUG00000009354,1
ENSMMUG00000060268,4
ENSMMUG00000054915,3
ENSMMUG00000008385,5
ENSMMUG00000065289,4
ENSMMUG00000016130,1
ENSMMUG00000049238,2
ENSMMUG00000062231,9
ENSMMUG00000041326,5
ENSMMUG00000012122,4
ENSMMUG00000059836,5
ENSMMUG00000057691,1
ENSMMUG00000053543,3
ENSMMUG00000064914,9
ENSMMUG00000061178,4
ENSMMUG00000049814,5
ENSMMUG00000034851,1
ENSMMUG00000056515,3
ENSMMUG00000064566,4
ENSMMUG00000060515,1
ENSMMUG00000052928,9
ENSMMUG00000022218,5
ENSMMUG00000015733,5
ENSMMUG00000049161,5
ENSMMUG00000059452,4
ENSMMUG00000025079,5
ENSMMUG00000057736,9
ENSMMUG00000023194,3
ENSMMUG00000011567,4
ENSMMUG00000000134,1
ENSMMUG00000050601,9
ENSMMUG00000012120,4
ENSMMUG00000010420,3
ENSMMUG00000056100,1
ENSMMUG00000000245,1
ENSMMUG00000051902,5
ENSMMUG00000005328,4
ENSMMUG00000049575,3
ENSMMUG00000024316,5
ENSMMUG00000016660,5
ENSMMUG00000009350,1
ENSMMUG00000051247,4
ENSMMUG00000059654,3
ENSMMUG00000004196,5
ENSMMUG00000044533,3
ENSMMUG00000057119,4
ENSMMUG00000005675,4
ENSMMUG00000034574,9
ENSMMUG00000025882,5
ENSMMUG00000052410,7
ENSMMUG00000055170,4
ENSMMUG00000039193,3
ENSMMUG00000061515,4
ENSMMUG00000025863,5
ENSMMUG00000052069,5
ENSMMUG00000002943,2
ENSMMUG00000055272,4
ENSMMUG00000059826,4
ENSMMUG00000047473,3
ENSMMUG00000015717,4
ENSMMUG00000044078,5
ENSMMUG00000062169,3
ENSMMUG00000036275,9
ENSMMUG00000056544,4
ENSMMUG00000060842,5
ENSMMUG00000014987,3
ENSMMUG00000053146,5
ENSMMUG00000022942,4
ENSMMUG00000061782,5
ENSMMUG00000064624,3
ENSMMUG00000062897,3
ENSMMUG00000062470,4
ENSMMUG00000063527,9
ENSMMUG00000056756,4
ENSMMUG00000057123,4
ENSMMUG00000012019,3
ENSMMUG00000003488,5
ENSMMUG00000053732,3
ENSMMUG00000037625,4
ENSMMUG00000054799,5
ENSMMUG00000052689,3
ENSMMUG00000059097,4
ENSMMUG00000009347,1
ENSMMUG00000005782,1
ENSMMUG00000035464,4
ENSMMUG00000064721,5
ENSMMUG00000063857,5
ENSMMUG00000012334,1
ENSMMUG00000048996,5
ENSMMUG00000063995,4
ENSMMUG00000017823,1
ENSMMUG00000052287,5
ENSMMUG00000062275,9
ENSMMUG00000006701,3
ENSMMUG00000050761,4
ENSMMUG00000058719,1
ENSMMUG00000022941,4
ENSMMUG00000057961,9
ENSMMUG00000023789,4
ENSMMUG00000064878,9
ENSMMUG00000062569,5
ENSMMUG00000063323,1
ENSMMUG00000006286,3
ENSMMUG00000044628,5
ENSMMUG00000046089,9
ENSMMUG00000059315,5
ENSMMUG00000042299,3
ENSMMUG00000057566,7
ENSMMUG00000030358,5
ENSMMUG00000051385,3
ENSMMUG00000063241,7
ENSMMUG00000060361,3
ENSMMUG00000047526,5
ENSMMUG00000063617,4
ENSMMUG00000018573,4
ENSMMUG00000022485,3
ENSMMUG00000058068,3
ENSMMUG00000044424,1
ENSMMUG00000030384,3
ENSMMUG00000036673,5
ENSMMUG00000054851,3
ENSMMUG00000062260,3
ENSMMUG00000040680,5
ENSMMUG00000053909,5
ENSMMUG00000025751,1
ENSMMUG00000008684,4
ENSMMUG00000054471,4
ENSMMUG00000063219,4
ENSMMUG00000022107,3
ENSMMUG00000005785,1
ENSMMUG00000036851,5
ENSMMUG00000062082,5
ENSMMUG00000052574,3
ENSMMUG00000017819,1
ENSMMUG00000050984,3
ENSMMUG00000019445,3
ENSMMUG00000017322,4
ENSMMUG00000054396,3
ENSMMUG00000043151,3
ENSMMUG00000018184,5
ENSMMUG00000061255,3
ENSMMUG00000056703,3
ENSMMUG00000049297,1
ENSMMUG00000055125,10
ENSMMUG00000061067,5
ENSMMUG00000022484,3
ENSMMUG00000036390,10
ENSMMUG00000050927,3
ENSMMUG00000038198,10
ENSMMUG00000035757,3
ENSMMUG00000012203,3
ENSMMUG00000063417,8
ENSMMUG00000061121,4
ENSMMUG00000049767,3
ENSMMUG00000040113,5
ENSMMUG00000012036,5
ENSMMUG00000050661,1
ENSMMUG00000058291,3
ENSMMUG00000060026,4
ENSMMUG00000003867,4
ENSMMUG00000004839,3
ENSMMUG00000048246,3
ENSMMUG00000047563,5
ENSMMUG00000010581,5
ENSMMUG00000055809,3
ENSMMUG00000064018,3
ENSMMUG00000025101,3
